Número de serie,Escuela o facultad:,Edad:,Sexo:,Tiene tutor,"1.	¿Conoces las actividades de tutoría que se desarrollan en tu Escuela o Facultad?","2.	¿Consideras que en tu Escuela o Facultad es necesaria la tutoría?","3.	¿Consideras que en tu Escuela o Facultad la tutoría funciona?",Sugerencias
7680,FES Cuautitlán,19,Femenino,A,No,Sí,No,No tengo sugerencias.
7681,Facultad e Contaduría y Administración,22,Femenino,A,Sí,Sí,Sí,"No tengo sugerencia, puedo incluir que la imparticion de un tutor es una de las mejores maneras para el desarrollo academico."
7683,Escuela Nacional Preparatoria,15,Femenino,A,No,Sí,No,Que exista un mejor esfuerzo por parte de todos
7684,Facultad de Ingeniería,18,Femenino,A,Sí,Sí,Sí,Ninguna
7685,FES Iztacala,22,Femenino,A,No,Sí,No,"Que el tutor o los tutores informen con mas detalle sobre lo que se lleva a cabo en la tutoría, ya que muchas de las veces no se nos dice quien es  nuestro tutor sino hasta finalizar el semestre."
7688,Facultad de Ingeniería,24,Masculino,A,Sí,Sí,Sí,"Que se comuniquen con nosotros por lo menos cada semestre, para tener un mejor contacto sobre alguna información."
7690,Escuela Nacional Preparatoria,15,Masculino,A,Sí,Sí,Sí,Todo está bastante bien
7691,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,Dar un poco más de tiempo a los tutores para que estos puedan conocer más a fondo a sus alumnos. 
7692,Facultad de Ingeniería,23,Masculino,A,Sí,Sí,Sí,"Divulgar más información sobre el tema, ya que muy pocos se animan a acercarse a un tutor."
7696,Facultad de Arquitectura,19,Masculino,A,Sí,Sí,Sí,Tener mas fuentes de contacto con los tutores
7699,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,No,Sugiero que se tomará más importancia sobre la preparación de algunos profesores para poder ser tutores y que estos tengan más comunicación con sus alumnos.
7701,FES Iztacala,21,Masculino,A,Sí,Sí,Sí,A
7702,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,no
7703,FES Cuautitlán,28,Femenino,A,Sí,Sí,Sí,. 
7704,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,Que te ayuden a contactar con los maestros de otras materias
7705,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,No,"Con la modalidad a distancia se ha vuelto verdaderamente complicado el poder llevar una buena tutoría, se deberían de explorar nuevos métodos para que en verdad realice el trabajo que se le otorga a la tutoría. "
7708,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,Ninguna 
7710,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,Considero que el programa es muy bueno y mi única sugerencia es que siga de este modo.
7711,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,No,Sugiero que las actividades sean mas practicas y directas y no solo que se traten de ver algún video.
7713,Facultad de Economía,22,Masculino,A,Sí,Sí,Sí,Solo que pongan profesores que si les guste ser tutores 
7714,ENP 7 Ezequiiel A Chavez,15,Masculino,A,No,No,No,Pues ninguna realmente
7715,Escuela Nacional Preparatoria,15,Femenino,A,No,Sí,Sí,Creo que la tutoría ha funcionado bastante  bien y espero que siga así. 
7716,Escuela Nacional Preparatoria,18,Masculino,A,Sí,Sí,Sí,Quizá mayor difusión de los PicMim y del apoyo psicológico. 
7717,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,Sí,"No, en mi experiencia me he sentido muy satisfecho con el trabajo que han logrado mis tutores en las sesiones. "
7718,Escuela Nacional Preparatoria,18,Femenino,A,Sí,Sí,Sí,"Me gustaría que tanto la Escuela como el tutor hicieran mayor difusión de programas, becas, concursos y servicios que ofrece la institución."
7719,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,No,Se podría implementar que haya actividades por parte del plantel como hacerlo un curso en el que el profesor se relacione con cada alumno y atender la situaciones
7721,Escuela Nacional Preparatoria,18,Masculino,A,Sí,Sí,Sí,.
7723,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,nada :)
7724,FES Aragón,21,Femenino,A,Sí,Sí,Sí,.
7725,Escuela Nacional Preparatoria,16,Masculino,A,No,Sí,Sí,"No, ninguna"
7726,Prepa 5 ,18,Femenino,A,Sí,Sí,Sí,Ninguna 
7728,Escuela Nacional Preparatoria,18,Femenino,A,No,No,No,.
7729,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,No,"En mi prepa la tutoría no parece ser muy relevante, darle mayor difusión sería útil"
7733,Escuela Nacional Preparatoria,19,Femenino,A,No,Sí,Sí,"Ninguna, todo está bien. "
7737,Escuela Nacional Preparatoria,15,Masculino,A,Sí,Sí,Sí,"La verdad creo que en mi escuela nuestro Profesor Leonardo Reséndiz es muy bueno además de apto para la tutoría ya que siempre es muy atento y respetuoso con todos mis compañeros y yo, no p̀odría dar una sugerencia ya por mi punto de vista esta muy bien así."
7738,Escuiela Nacional de Trabajo Social,41,Femenino,A,No,Sí,No,Brindar mayor información sobre las tutorías sobre todo por medios electrónicos ya que en mi caso no me es fácil acudir a la institución
7740,Escuela Nacional Preparatoria,18,Masculino,A,Sí,Sí,Sí,Estoy contento con lo que se a logrado de las tutorías pero me gustaría que fueran mas dinámicas 
7741,Escuela Nacional de Enfermería y Obstetricia,19,Masculino,A,Sí,Sí,Sí,Ninguna
7742,FES Cuautitlán,19,Femenino,A,No,Sí,No,"Informar o capacitar  a los tutores con lo que tiene que hacer o el papel que desempeñan con respecto al labor como tutores por que, muchas veces ni ellos saben para que son tutores."
7744,FES Iztacala,22,Femenino,A,No,Sí,No,"Una mejora que puede realizarse es promover la tutoría, la mayoría de los estudiantes no sabemos lo que en realidad es, la mayoría de los profesores tutores solo nos piden el llenado de una hoja al final del semestre sin haber tenido ni una reunión con los alumnos. "
7746,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,Debe haber más información sobre las tutorías 
7747,Escuiela Nacional de Trabajo Social,18,Femenino,A,Sí,Sí,Sí,"Ninguna, todo bien. "
7748,Escuela Nacional Preparatoria,15,Masculino,A,No,Sí,Sí,Que haya una mejor atención y disponibilidad para que exista una buena comunicación respecto a los asuntos escolares.
7750,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,"Establecer un día y hora específico para la tutoría sería bueno, para que se le dedique tiempo de calidad que merece "
7751,Escuiela Nacional de Trabajo Social,19,Femenino,A,Sí,Sí,Sí,Ninguna.(:
7753,"Facultad de Medicina, Veterinaria y Zootecnia",18,Femenino,A,Sí,Sí,No,"Supervisen que los tutores hagan las reuniones necesarias y que en ellas se hable sobre temas interesantes (sobre la carrera, consejos para sobrellevarla, organización, campo laboral, libros, actividades, lugares, opcionales no con valor académico etc.) más allá sobre la graan importancia de la entrega de la ""carpeta de evidencias""."
7754,Facultad de Filosofía y Letras,20,Femenino,A,Sí,Sí,Sí,.
7755,ENES Morelia,27,Masculino,A,Sí,Sí,Sí,Que sigan atentos y abiertos.
7756,Facultad de Ingeniería,18,Masculino,A,Sí,Sí,Sí,No
7761,ENP 5 “José Vasconcelos”,17,Masculino,A,Sí,Sí,No,"A nuestro tutor se le preguntaban cosas y nos mandaba a secretaría escolar  , es decir, no fue de mucha ayuda "
7763,Escuela Nacional Preparatoria,15,Femenino,A,No,Sí,Sí,"Hasta el momento  todo va bien y considero que solo se debe de tener organización para mejorar la tutoría de mi escuela, pero la verdad hasta ahora no he tenido ningún problema. "
7764,Escuela Nacional Preparatoria,17,Masculino,A,Sí,Sí,Sí,No hay ninguna.
7765,FES Iztacala,18,Femenino,A,Sí,Sí,Sí,Pues que estén más al pendiente de los alumnos 
7766,"escuela nacional preparatoria no.5 ""José Vasconcelos""",17,Femenino,A,Sí,Sí,No,ninguna
7770,Colegio de Ciencias y Humanidades,15,Femenino,A,Sí,Sí,Sí,"En realidad creo que no hay nada, por mi parte estoy satisfecha con la tutora que se le asigno a mi grupo "
7771,Escuela Nacional Preparatoria,17,Masculino,A,No,No,No,Más atención y compromiso
7772,Escuela Nacional Preparatoria,15,Femenino,A,No,No,Sí,.
7774,Facultad e Contaduría y Administración,18,Femenino,A,Sí,Sí,Sí,"Considero que nuestra tutora nos apoya mucho y nos atiende individualmente para poder resolver nuestros conflictos y dudas.
Sólo espero que aquellas tutorías sigan siendo de manera virtual ya que el transporte nos complica y la tecnología facilita el acceso a ellas."
7775,Escuela Nacional Preparatoria,15,Femenino,A,No,Sí,Sí,"En mi caso, pienso que está bien la tutoría."
7776,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,...
7777,Facultad de Ciencias Políticas y Sociales,19,Masculino,A,Sí,Sí,Sí, Envien por correo las presentaciones y/o documentos vistos en la sesión digital 
7778,Escuela Nacional Preparatoria,15,Masculino,A,Sí,Sí,Sí,"Tal vez hacer espacios donde podamos conocernos con nuestros compañeros, pues en estos tiempos de pandemia la socialización es nula"
7779,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,"Por el momento no, mi maestra de tutoría es un gran apoyó "
7780,Escuela Nacional Preparatoria,16,Masculino,A,Sí,Sí,Sí,Conocer más a los profesores
7781,Escuela Nacional Preparatoria N°5,15,Masculino,A,No,No,Sí,no tengo ninguna queja o sugerencia
7782,Escuela Nacional Preparatoria,18,Masculino,A,No,Sí,Sí,Ninguna todo excelente 🤠
7783,Escuela Nacional Preparatoria,15,Masculino,A,Sí,Sí,Sí,ninguna sugerencia
7784,Escuela Nacional Preparatoria,15,Femenino,A,No,Sí,Sí,Solo que de más calses de tutoría
7785,Escuela Nacional Preparatoria,15,Masculino,A,Sí,Sí,Sí,ninguna
7786,Escuela Nacional Preparatoria,15,Femenino,A,No,Sí,Sí,No tengo sugerencias 
7788,Escuela Nacional Preparatoria,15,Masculino,A,No,Sí,Sí,Que es muy buena función para el alumnado en el momento de resolver situaciones académicas 
7789,Escuela Nacional Preparatoria,15,Masculino,A,Sí,Sí,Sí,ninguna
7790,Escuela Nacional Preparatoria,15,Masculino,A,Sí,Sí,Sí,no
7791,FES Cuautitlán,21,Femenino,A,Sí,Sí,Sí,ninguna
7792,Escuela Nacional Preparatoria,15,Masculino,A,Sí,Sí,Sí,ninguna
7794,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,"ninguna, todo me parece bien"
7795,Escuela Nacional Preparatoria,15,Femenino,A,No,Sí,Sí, No tengo sugerencias 
7796,Escuela Nacional Preparatoria,15,Masculino,A,Sí,Sí,Sí,Mejorar la comunicación entre el grupo
7799,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,que tengan mas trabajos
7801,Escuela Nacional Preparatoria,15,Masculino,A,Sí,Sí,Sí,Creo que todo a funcionado muy bien.
7802,FES Aragón,19,Masculino,A,Sí,Sí,No,que se diga a los profesores que dan la tutoria como acercarse mas a su grupo de tutoria y no solo a dar los folletos que les dan y llamarlo tutoria. Y tambien que se actualicen en los temas que acontecen en la poblacion estudiantil no solo de la facultad
7806,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,SIT UNAM RESUELTO
7807,Escuela Nacional Preparatoria,18,Femenino,A,Sí,Sí,Sí,"que haya más comunicación entre tutor y los alumnos, también actividades didácticas para comprender mejor la función de tutoría"
7808,ENP5,15,Femenino,A,Sí,Sí,No,no tengo sugerencias
7809,Escuela Nacional Preparatoria,16,Femenino,A,Sí,Sí,Sí,Por el momento no 
7810,Escuela Nacional Preparatoria,15,Femenino,A,Sí,Sí,Sí,A mi parecer el programa de tutoría es muy bueno
7811,Facultad de Medicina,18,Femenino,A,Sí,Sí,Sí,Que lo tutores sean más comprometidos
7812,Facultad de Ciencias Políticas y Sociales,20,Femenino,A,Sí,Sí,No,sesiones más recurrentes
7815,Escuela Nacional Preparatoria,15,Masculino,A,Sí,Sí,Sí,Todo es de mi agrado
7816,Escuela Nacional Preparatoria,15,Femenino,A,No,Sí,Sí,.
7817,Centro de Nanociencias y Nanotecnología,18,Masculino,A,Sí,Sí,Sí,No hay 
7818,Facultad de Ciencias,19,Masculino,A,Sí,Sí,Sí,   
7819,Facultad de Ciencias,20,Masculino,A,Sí,Sí,No,. 
7820,Facultad de Ciencias,20,Masculino,A,Sí,Sí,Sí,.
7821,Facultad de Ciencias,23,Masculino,A,Sí,Sí,Sí,Programar algunas sesiones cada cierto tiempo 
7822,Facultad de Ciencias,19,Femenino,A,No,Sí,Sí,más publicidad o reconocimiento a los tutores
7824,Facultad de Ciencias,19,Masculino,A,Sí,Sí,Sí,.
7825,Facultad de Ciencias,22,Masculino,A,No,Sí,No,Mayor acercamiento a los alumnos
7826,Facultad de Ciencias,19,Femenino,A,No,Sí,No,"Informar sobre las actividades de manera adecuada 
"
7827,Facultad de Ciencias,21,Masculino,A,Sí,Sí,No,Que el tutor procure estar atento durante los primeros semestres
7829,Facultad de Ciencias,19,Femenino,A,No,Sí,No,No
7830,Facultad de Ciencias,20,Masculino,A,No,Sí,Sí,"Mi tutor siempre esta al pendiente de nuestras dudas, es muy respetuoso, es una gran persona "
7831,Facultad de Ciencias,21,Femenino,A,Sí,Sí,Sí,"Creo que se debería difundir más la información acerca de las tutorías.
"
7832,Escuela Nacional Preparatoria,15,Masculino,A,No,Sí,Sí,Me parece que está todo bien
7833,Escuela Nacional Preparatoria,17,Femenino,A,No,Sí,Sí,Recomendaría que los tutores demuestren más interés en la vida de los alumnos. 
7834,Facultad de Ciencias,18,Femenino,A,Sí,Sí,Sí,que sean un poco más realista pues en realidad si es más difícil el entrar a la facultad  
7835,Facultad de Ciencias,20,Femenino,A,No,Sí,Sí,Que este el tutor en contacto con nosotros 
7836,Facultad de Ciencias,18,Masculino,A,Sí,Sí,Sí,Que haya reuniones con los tutores aqune sea una vez al mes 
7837,Facultad de Ciencias,21,Masculino,A,No,Sí,No,"Llevo 4 años casi sin saber si mi tutor sigue vivo, 0 presencia."
7838,Facultad de Ciencias,18,Masculino,A,Sí,No,No,El programa es bueno solo que aún falta darle más importancia a las tutorias. 
7840,Facultad de Ciencias,18,Masculino,A,Sí,Sí,Sí,Nada por el momento.
7841,Facultad de Ciencias,21,Femenino,A,No,Sí,No,Que se contacten con los alumnxs y se hagan actividades ya que a lo largo de mi estancia nunca realicé alguna actividad con mi tutor o tutora. 
7843,Facultad de Ciencias,19,Femenino,A,Sí,Sí,Sí,Que hagan sesiones mas seguidas
7844,Facultad de Ciencias,20,Masculino,A,Sí,No,Sí,Muy bien me gusta mucho que no son invasivos y que no es obligatoria la tutoría
7845,Facultad de Ciencias,20,Femenino,A,No,Sí,No,"Hacer cuestionarios cada 2 o 3 meses acerca de cómo van los alumnos de parte del tutor, o con el simple hecho de que se presente el tutor para saber quién es "
7847,Facultad de Ciencias,18,Masculino,A,Sí,Sí,Sí,A
7848,Facultad de Ciencias,20,Femenino,A,No,Sí,Sí,Mayor comunicación con los tutores 
7849,Facultad de Ciencias,20,Femenino,A,Sí,Sí,Sí,Que los tutores estén al pendiente de los alumnos
7852,Facultad de Ciencias,26,Masculino,A,No,Sí,Sí,Ninguna por el momento
7854,Facultad de Ciencias,21,Masculino,A,No,Sí,No,"Que los tutores tengan mayor cercanía a los alumnos. Por lo general son los alumnos de nuevo ingreso los que necesitan quien los oriente al inicio de la carrera en la Facultad y por ende requieren de un tutor que pueda estar mas al pendiente de ellos y de sus dudas.
"
7855,Facultad de Ciencias,19,Masculino,A,No,Sí,Sí,Sin comentarios
7857,Facultad de Ciencias,21,Femenino,A,No,Sí,No,.
7859,Facultad de Ciencias,21,Masculino,A,Sí,Sí,Sí,Ninguna 
7860,Facultad de Ciencias,19,Masculino,A,Sí,Sí,Sí,Que aparezca en nuestra inscripción el nombre de tutor y sus datos de contacto. Para que sea más fácil identificarlo y acudir con él
7862,Facultad de Ciencias,20,Masculino,A,No,Sí,No,"En la primera semana de clases de mi primer semestre la tutora se presentó con nosotros, pero fue la única vez que la hemos visto y la única vez que nos dijo algo y fue simplemente para presentarse. Hace falta la dedicación de dar la tutoría pues es demasiado necesaria por los índices tan altos de depresión, ansiedad y estrés en la facultad."
7864,Facultad de Ciencias,23,Masculino,A,No,Sí,No,"Realmente no puedo aportar mucho, ya que entré a la carrera desde la pandemia y no conozco que dinámicas se lleven con un tutor y solo me brindó información sobre becas y una orientación sobre los portales (links) donde puedo buscar información el primer semestre, después ya no supe de ella."
7865,Facultad de Ciencias,18,Femenino,A,Sí,Sí,Sí,No tengo ninguna sugerencia
7866,Escuela Nacional Preparatoria,17,Femenino,A,Sí,Sí,Sí,no tengo ninguna sugerencia
7867,Facultad de Ciencias,18,Femenino,A,Sí,Sí,Sí,Nada. La tutora fue muy amable y me ayudó mucho al ingresar a la facultad en línea. 
7868,Facultad de Ciencias,20,Femenino,A,Sí,Sí,Sí,.
7871,Facultad de Ciencias,19,Masculino,A,No,Sí,No,Sesiones al menos una vez al mes para hablar de asuntos escolares o personales.
7873,Facultad de Ciencias,21,Masculino,A,No,Sí,No,Difundirlas más.
